temp,wind_speed,air_pressure,humidity,visibility,datetime
34.105000000000004,6.80679282221427,1009.0,41,14.705681321084864,2021-09-04T01:33:23.058999Z
33.715,6.253437978899228,1009.5,43,14.522998190567089,2021-09-04T01:33:25.959549Z
33.675,7.115928996089504,1010.0,40,14.428239083750894,2021-09-04T01:33:28.979170Z
34.02,7.299564081979905,1011.5,40,14.57830022667621,2021-09-04T01:33:32.071070Z
36.2,5.9164066746785435,1012.5,33,14.636087747554283,2021-09-04T01:33:34.967195Z
35.95,8.37859778891275,1011.0,36,9.999726596675416,2021-09-04T01:33:39.547203Z
