Country_Name,Deaths,Confirmed
US,98,8188
US,79,5273
US,8,1075
US,24,1964
US,30,2635
US,118,11794
US,32,2295
US,46,2269
US,60,5111
US,92,12126
US,11,618
US,26,1827
US,57,4475
US,49,2563
US,125,10093
US,36,5098
US,56,5069
US,32,1973
US,35,1158
US,15,1095
US,259,16609
US,28,1520
US,7,1300
US,12,2172
US,383,50887
US,32,2087
US,109,6898
US,75,6786
US,16,728
US,38,1207
US,45,2741
US,30,3950
US,120,7113
US,84,4597
US,29,2202
US,78,6196
US,17,1373
US,252,17643
US,124,5276
US,35,3206
US,61,3447
US,98,7864
US,24,2510
US,19,547
US,191,7894
US,49,2547
US,1556,117371
US,90,7932
US,46,3646
US,243,23135
US,36,2363
US,52,7094
US,45,2357
US,111,12677
US,38,2556
US,31,1710
US,18,2122
US,65,3750
US,55,2462
US,80,4230
US,41,1371
US,79,4994
US,26,1925
US,145,15532
US,20,2152
US,43,3824
US,76,4967
US,35,1848
US,62,2489
US,167,9898
US,48,3292
US,38,1440
US,35,3420
US,21,813
US,72,4370
US,38,1868
US,59,2240
US,51,4401
US,6,2822
US,87,5487
US,77,8134
US,17,1132
US,78,4276
US,91,9940
US,22,1335
US,15,970
US,16,1991
US,87,5962
US,159,10393
US,21,2442
US,169,10102
US,16,331
US,29,3114
US,26,3451
US,55,3448
US,46,8126
US,104,6882
US,50,3145
US,33,2809
US,79,5242
US,30,1686
US,21,1999
US,14,1168
US,0,9
US,30,2461
US,240,25278
US,44,2291
US,55,2870
US,34,2438
US,82,8658
US,10,1167
US,27,3325
US,249,10379
US,112,4672
US,235,21640
US,57,3619
US,177,7036
US,122,6026
US,95,2474
US,397,21522
US,938,39076
US,602,34107
US,38,2212
US,9,857
US,48,1775
US,63,1998
US,77,3185
US,107,4701
US,1147,63370
US,30,1587
US,142,4459
US,139,5744
US,137,4646
US,77,3794
US,223,12346
US,122,5782
US,63,2747
US,1150,69122
US,124,4676
US,45,2698
US,399,38387
US,306,17754
US,115,7001
US,369,24327
US,52,2219
US,114,4418
US,133,6540
US,985,46408
US,578,31224
US,0,0
US,38,3803
US,83,3825
US,455,21022
US,48,1397
US,77,4269
US,86,4458
US,97,6852
US,124,8811
US,18,1259
US,70,3442
US,168,6270
US,342,13904
US,160,8331
US,217,8498
US,710,43240
US,497,22581
US,8,516
US,329,19243
US,0,575
US,103,3954
US,184,10090
US,159,6196
US,209,7908
US,146,6492
US,72,4356
US,47,1941
US,40,1508
US,58,2605
US,96,10339
US,79,3653
US,223,21238
US,20,2114
US,47,2591
US,100,9299
US,12,1833
US,5,1719
US,0,0
US,74,4815
US,172,11665
US,11,1260
US,12,1889
US,44,4015
US,0,8
US,31,2275
US,20,1702
US,149,17310
US,242,9538
US,754,52107
US,1817,75644
US,1327,60812
US,101,5557
US,47,3085
US,287,11546
US,174,8558
US,251,14244
US,77,4017
US,372,23779
US,77,2981
US,349,20222
US,274,22401
US,55,1675
US,1697,81487
US,1708,98784
US,70,3792
US,52,3282
US,160,9549
US,51,2782
US,58,0
US,380,18994
US,211,10793
US,117,4921
US,514,17329
US,318,8479
US,1853,79570
US,7,3734
US,2494,111055
US,122,3356
US,1643,64426
US,318,11458
US,3900,156101
US,1853,63429
US,1508,58039
US,1908,106168
US,6,56800
US,2384,93367
US,40,1043
US,8,827
US,184,14151
US,69,2968
US,36,2243
US,33,1671
US,45,1077
US,81,7489
US,379,14201
US,38,1592
US,328,18802
US,110,6260
US,345,18176
US,88,6902
US,31,2376
US,63,2694
US,42,3611
US,97,3550
US,105,9643
US,16,1242
US,103,5549
US,80,3851
US,236,12716
US,49,3258
US,5,321
US,1059,50167
US,68,3116
US,53,1766
US,117,8531
US,125,5427
US,118,5940
US,55,3812
US,89,4658
US,444,30047
US,90,8400
US,92,2817
US,55,1377
US,111,8538
US,321,19777
US,443,28740
US,35,1684
US,961,90013
US,4,235
US,20,911
US,238,11199
US,24,1572
US,190,12433
US,229,22092
US,5,683
US,7,1215
US,2643,117842
US,32,1634
US,75,6815
US,45,2965
US,44,4437
US,49,3211
US,153,27162
US,125,9874
US,34,1792
US,295,19666
US,123,8157
US,25,862
US,411,20478
US,79,6312
US,2638,141782
US,69,3566
US,54,2590
US,22,593
US,34,2836
US,33,903
US,51,3102
US,489,39985
US,21,2303
US,36,1311
US,62,2344
US,658,26323
US,132,4831
US,5,753
US,125,8333
US,503,21672
US,117,8068
US,190,7125
US,0,43
US,157,8936
US,321,32339
US,5504,193928
US,51,3479
US,42,1784
US,513,53010
US,62,5187
US,76,6332
US,108,7363
US,4,787
US,59,9495
US,46,3988
US,66,4386
US,54,13369
US,42,4131
US,39,1858
US,62,8166
US,98,10065
US,18,1333
US,0,242
US,27,1930
US,105,9254
US,520,56158
US,9,2681
US,89,6161
US,30,2146
US,12,2363
US,42,4808
US,83,6036
US,9,766
US,1905,151329
US,17,2290
US,44,2836
US,72,5581
US,78,5969
US,14,1441
US,30,1871
US,95,8191
US,22,595
US,19,1372
US,24,950
US,21,1062
US,4,452
US,31,3783
US,5,752
US,56,4444
US,12,863
US,19,1314
US,34,3165
US,68,5808
US,52,3504
US,65,4035
US,65,5415
US,40,6317
US,10,1313
US,51,4230
US,52,4770
US,9,845
US,118,17821
US,104,7807
US,27,2132
US,30,4199
US,27,1316
US,77,5025
US,8,1532
US,972,62614
US,9,576
US,43,2341
US,49,2242
US,131,9855
US,19,1532
US,24,2589
US,159,21316
US,111,15232
US,12,2045
US,352,23178
US,252,27922
US,25,5724
US,11,1223
US,19,1326
US,36,3893
US,5,500
US,124,528
US,5,2849
US,29,2302
US,29,3226
US,327,33145
US,11,1687
US,14,1002
US,53,6036
US,170,20879
US,20,1511
US,119,4570
US,101,5633
US,54,2039
US,89,3302
US,38,1474
US,145,6266
US,45,2779
US,38,1674
US,67,2967
US,26,1330
US,37,1312
US,94,2906
US,75,3063
US,104,4115
US,91,4451
US,94,4273
US,398,31839
US,250,13412
US,28,1191
US,79,4918
US,48,2155
US,108,3692
US,126,7697
US,530,34102
US,622,31837
US,87,2669
US,38,1290
US,7,193
US,104,4596
US,377,24314
US,65,3282
US,34,942
US,42,1706
US,241,13772
US,41,1412
US,138,8454
US,135,10470
US,314,11937
US,40,2111
US,87,4077
US,234,15427
US,143,4627
US,134,5417
US,185,10934
US,279,14525
US,107,4216
US,132,6386
US,174,6727
US,56,1790
US,205,6606
US,79,3808
US,40,1853
US,129,7111
US,131,6460
US,237,9431
US,55,2047
US,152,5784
US,101,6609
US,81,4641
US,27,1062
US,388,21881
US,98,4709
US,20,640
US,116,4421
US,50,2625
US,64,3584
US,104,4215
US,51,2252
US,109,4546
US,81,4653
US,91,3563
US,39,1586
US,0,0
US,94,5960
US,63,2177
US,176,6642
US,156,7365
US,72,4385
US,45,2016
US,39,1045
US,91,3131
US,47,2326
US,86,4385
US,32,3401
US,24,2732
US,7,660
US,64,3701
US,60,4260
US,27,1769
US,42,2278
US,44,2590
US,19,1735
US,135,24599
US,182,13385
US,71,6614
US,20,1124
US,67,7372
US,122,6270
US,153,12260
US,26,1368
US,14,1068
US,158,14134
US,30,1665
US,8,1022
US,157,12817
US,12,976
US,214,14731
US,77,2829
US,170,12793
US,33,2717
US,56,3575
US,17,865
US,42,2248
US,14,1016
US,33,1459
US,41,1888
US,45,1620
US,60,4284
US,214,14257
US,49,2164
US,26,1278
US,661,42934
US,47,1563
US,17,1102
US,49,3226
US,21,1086
US,16,606
US,12,1399
US,73,5668
US,14,1352
US,672,55222
US,346,22261
US,320,31807
US,72,7055
US,814,62633
US,3,507
US,126,5235
US,73,4573
US,104,5156
US,22,1635
US,67,9135
US,26,1823
US,62,2552
US,20,2170
US,24,2303
US,18,978
US,63,5124
US,45,3539
US,3,436
US,76,3974
US,39,2170
US,38,2565
US,12,1304
US,19,1522
US,57,2601
US,55,3292
US,122,7699
US,34,3329
US,11,1325
US,23,2114
US,30,1098
US,42,2040
US,33,3062
US,102,7260
US,178,6134
US,35,2492
US,61,5875
US,50,5087
US,78,5126
US,10,617
US,14,1522
US,36,3576
US,50,2909
US,6,698
US,24,1902
US,46,4054
US,9,412
US,4,374
US,111,7099
US,17,976
US,9,915
US,535,55390
US,14,1248
US,161,11878
US,2525,127979
US,600,31105
US,29,2362
US,67,4305
US,84,3921
US,14,1181
US,151,8940
US,42,2942
US,0,0
US,64,2983
US,44,4953
US,65,3892
US,18,1566
US,87,5685
US,2,218
US,47,2531
US,15,1382
US,81,2958
US,24,1187
US,16,789
US,20,1275
US,5,177
US,217,14218
US,8,655
US,29,2003
US,9,263
US,40,1498
US,24,1525
US,4,428
US,37,1513
US,153,18435
US,73,19349
US,3,119
US,50,2046
US,3,76
US,2,352
US,57,3068
US,10,1605
US,1,141
US,58,3822
US,106,10234
US,1,250
US,52,3182
US,11,1197
US,2,252
US,8,242
US,11,672
US,140,15183
US,17,528
US,27,2085
US,1,17
US,23,715
US,4,744
US,9,265
US,14,1249
US,2,154
US,65,4812
US,18,1637
US,58,1881
US,56,1598
US,18,1290
US,7,492
US,98,5490
US,20,1056
US,7,526
US,9,787
US,12,945
US,1,81
US,0,0
US,24,1188
US,12,249
US,7,161
US,349,26623
US,46,3837
US,7,676
US,1,24
US,0,53
US,0,38
US,4,688
US,8,1457
US,3,229
US,2,299
US,57,7240
US,12,761
US,11,1053
US,16,3440
US,11,946
US,5,510
US,7,394
US,16,1229
US,11,886
US,21,1739
US,15,1135
US,19,1198
US,65,4610
US,12,1009
US,31,3585
US,1,161
US,9,733
US,62,5730
US,718,85530
US,4,233
US,8,691
US,4,310
US,1,358
US,5,630
US,19,2507
US,1,155
US,1,253
US,5,235
US,4,66
US,1,265
US,117,9696
US,17,1252
US,0,266
US,0,71
US,5,327
US,16,1150
US,2,76
US,10,698
US,1,797
US,9,690
US,5,820
US,10,906
US,0,68
US,1,524
US,12,1033
US,170,41087
US,60,5191
US,0,96
US,0,58
US,44,5548
US,1,50
US,15,1018
US,7,716
US,10,506
US,15,891
US,11,536
US,10,1848
US,1,281
US,11,330
US,10,1283
US,20,760
US,50,5142
US,9,748
US,15,1529
US,19,897
US,2,126
US,2,2386
US,131,27744
US,16,3067
US,48,5502
US,32,2282
US,10,725
US,4,336
US,0,52
US,11,470
US,4,680
US,1,67
US,11,1024
US,215,2212
US,2,458
US,25,2721
US,7,1209
US,7,478
US,0,70
US,11,2303
US,149,8579
US,60,3604
US,5835,326538
US,53,4515
US,103,7870
US,2,58
US,0,153
US,25,2109
US,14,707
US,5,509
US,99,6221
US,11,541
US,152,4286
US,26,1092
US,4,201
US,0,0
US,873,62532
US,10,1150
US,122,5893
US,19,3544
US,47,5454
US,52,3181
US,30,5606
US,671,44381
US,131,12918
US,297,30304
US,117,12807
US,33,3070
US,1,889
US,755,38881
US,2976,118678
US,937,53754
US,1425,67018
US,236,12373
US,475,20637
US,3140,105678
US,715,37665
US,2383,96822
US,190,11824
US,1001,38944
US,2449,105243
US,1727,91039
US,1298,57367
US,2324,93403
US,2003,80984
US,201,7650
US,874,34546
US,327,16896
US,0,630
US,2036,79353
US,253,11899
US,1097,73866
US,7,196
US,196,12405
US,139,3561
US,47,1239
US,113,7233
US,3,229
US,530,29317
US,196,10695
US,49,2308
US,15,602
US,2,42
US,11,556
US,264,13374
US,29,2805
US,9,766
US,94,3877
US,502,14432
US,11,355
US,97,6189
US,19,991
US,83,4646
US,68,2651
US,542,20008
US,22,2524
US,269,15522
US,167,12838
US,55,1016
US,62,1661
US,63,2313
US,19,1354
US,0,4929
US,12,340
US,138,8915
US,386,30510
US,96,4542
US,6745,206791
US,403,24121
US,112,7586
US,107,8582
US,172,12281
US,153,10740
US,86,4635
US,38,6631
US,111,4966
US,79,5284
US,47,3507
US,497,35411
US,1938,105477
US,31,2245
US,20,4179
US,102,6228
US,132,6904
US,86,4342
US,3,434
US,125,6671
US,74,8675
US,10834,331299
US,38,3550
US,71,5649
US,102,6092
US,1180,83519
US,138,5865
US,3286,213603
US,4632,167492
US,397,23795
US,582,28347
US,755,51456
US,110,9244
US,909,57192
US,87,4280
US,112,11449
US,54,4526
US,310,0
US,96,12420
US,10273,313827
US,167,14618
US,1930,88293
US,779,52859
US,197,20034
US,227,16525
US,21,2272
US,17,1513
US,63,2716
US,124,10354
US,173,9972
US,3590,238318
US,83,8394
US,71,5012
US,59,6463
US,277,17179
US,24,144
US,81,5371
US,67,4533
US,84,8018
US,2338,143388
US,57,4336
US,27,1588
US,332,25869
US,112,6353
US,6,1590
US,77,3781
US,48,3381
US,32,2675
US,124,6934
US,49,2434
US,94,5407
US,230,15967
US,412,27486
US,213,15474
US,325,32263
US,204,13023
US,8,1087
US,81,8194
US,37,3138
US,409,27883
US,91,6649
US,74,4613
US,40,2247
US,35,1634
US,300,18044
US,221,9894
US,152,14051
US,451,44099
US,25,2656
US,12,3683
US,296,25347
US,70,6286
US,176,9811
US,257,33963
US,124,7817
US,540,50752
US,60,9701
US,595,39320
US,18,1059
US,27,1311
US,99,7789
US,56,3257
US,857,66455
US,134,7739
US,249,18056
US,138,7258
US,195,14918
US,70,2787
US,78,7003
US,12,822
US,314,28258
US,70,5534
US,316,31817
US,29,1297
US,105,9299
US,148,9369
US,107,14677
US,54,4867
US,57,2718
US,67,3578
US,121,8461
US,1211,154718
US,18,1986
US,108,4438
US,245,13404
US,226,15116
US,281,28341
US,62,2563
US,249,28084
US,109,11600
US,24,1681
US,101,4994
US,97,8709
US,15,1496
US,87,5036
US,139,29209
US,44,2273
US,303,21297
US,134,7012
US,422,24681
US,192,11705
US,437,25869
US,302,11191
US,130,11069
US,106,5636
US,179,11421
US,104,6052
US,221,12044
US,22,1932
US,48,3842
US,7,542
US,0,3
US,328,35655
US,98,6627
US,875,126788
US,28,2322
US,37,1560
US,38,6478
US,297,15619
US,174,10393
US,226,13019
US,70,5890
US,29,2751
US,4,369
US,33,1766
US,20,1268
US,0,90
US,21,942
US,7,551
US,3,295
US,226,21582
US,234,30778
US,5,521
US,33,959
US,2,257
US,7,683
US,6,517
US,15,538
US,19,638
US,4,331
US,84,12658
US,7,307
US,2,362
US,5,457
US,11,351
US,17,655
US,11,319
US,23,846
US,8,445
US,20,2249
US,33,1721
US,12,1674
US,110,7132
US,25,1833
US,16,536
US,3,198
US,11,1148
US,27,744
US,33,2124
US,19,913
US,14,368
US,19,2449
US,31,2774
US,7,594
US,3,152
US,15,851
US,0,42
US,60,7377
US,2,246
US,85,4288
US,11,377
US,19,1245
US,34,0
US,29,2214
US,212,12582
US,9,561
US,48,6607
US,3,289
US,87,4108
US,269,15701
US,125,6790
US,197,9460
US,72,7680
US,96,6661
US,197,9096
US,82,6280
US,707,51008
US,59,2959
US,71,5044
US,349,19599
US,321,27899
US,90,5758
US,263,13703
US,82,4697
US,130,6169
US,2412,144542
US,151,7536
US,102,6067
US,162,23941
US,180,10640
US,241,22145
US,60,4213
US,1662,162448
US,96,5915
US,65,4104
US,157,8813
US,311,22060
US,67,5703
US,1409,104360
US,149,9525
US,76,4099
US,42,1782
US,71,3574
US,99,5885
US,78,3511
US,122,3555
US,139,8209
US,70,4958
US,191,8468
US,138,7585
US,434,26609
US,137,9647
US,283,23482
US,92,5710
US,568,35055
US,904,55560
US,76,5865
US,672,30234
US,175,11770
US,305,21706
US,49,2583
US,93,6075
US,296,15335
US,53,2122
US,1240,73065
US,32,1902
US,56,4497
US,174,14518
US,46,1959
US,86,4783
US,45,2755
US,61,5121
US,141,11270
US,62,4302
US,247,17662
US,121,5648
US,108,5242
US,280,18295
US,196,10433
US,145,7695
US,154,11356
US,144,7193
US,111,6401
US,1053,45814
US,1094,60940
US,552,22477
US,298,12448
US,5,0
US,56,8095
US,78,3624
US,24,1620
US,369,32425
US,137,8017
US,263,13570
US,84,5173
US,220,17201
US,61,3171
US,57,4818
US,7,1290
US,30,2698
US,6,550
US,63,3382
US,26,1477
US,103,8479
US,114,5094
US,238,22572
US,158,8805
US,103,8912
US,43,2701
US,2,306
US,540,42536
US,19,1027
US,269,20807
US,20,951
US,29,2950
US,231,10901
US,115,4902
US,139,7180
US,16,659
US,6,437
US,157,9849
US,95,4659
US,156,7911
US,7,690
US,23,739
US,6,360
US,8,484
US,26,1829
US,37,1658
US,67,3808
US,18,920
US,44,1915
US,148,7044
US,44,2544
US,30,1117
US,14,1451
US,77,7885
US,101,4769
US,97,5975
US,26,1970
US,28,1219
US,26,2681
US,105,6642
US,92,7325
US,113,5603
US,80,2831
US,51,2574
US,243,13176
US,28,1865
US,24,1760
US,34,2273
US,1577,117180
US,119,5767
US,117,6765
US,90,5970
US,0,0
US,60,2590
US,100,11775
US,108,6569
US,93,6701
US,173,11809
US,34,1747
US,12,487
US,260,15443
US,92,3755
US,79,6606
US,122,7364
US,37,3998
US,21,972
US,1505,105510
US,0,4431
US,191,12429
US,183,8310
US,25,1454
US,22,1599
US,43,3681
US,28,1980
US,30,5291
US,304,29094
US,29,2395
US,43,3713
US,91,4896
US,45,2747
US,22,1781
US,123,19577
US,240,11795
US,4,148
US,12,976
US,24,1084
US,37,1883
US,300,22632
US,50,3614
US,195,9233
US,110,7709
US,11,890
US,298,26966
US,38,3106
US,120,12380
US,74,5515
US,444,36055
US,23,1816
US,689,54797
US,80,7153
US,3,146
US,28,1933
US,144,14241
US,0,0
US,46,3131
US,12,670
US,40,2815
US,313,37988
US,1,99
US,110,8517
US,211,12818
US,2257,127653
US,187,8455
US,454,21252
US,160,6531
US,1122,57027
US,369,16620
US,112,7441
US,1404,71862
US,485,24244
US,487,18623
US,10,475
US,196,8576
US,241,20179
US,866,49427
US,118,4531
US,188,10803
US,71,4717
US,149,7541
US,181,10467
US,596,27225
US,623,33756
US,1488,61037
US,53,3929
US,466,27971
US,381,17082
US,24,1571
US,432,21138
US,26,2123
US,52,4637
US,152,6640
US,215,8588
US,112,4686
US,114,2791
US,510,22271
US,1281,69367
US,256,10444
US,324,20047
US,922,47612
US,903,39672
US,340,15584
US,82,4917
US,311,13152
US,187,6955
US,353,19146
US,1824,83740
US,70,2435
US,778,43670
US,396,12263
US,116,5118
US,3966,178723
US,59,5226
US,38,1810
US,458,18488
US,98,4573
US,241,10234
US,24,569
US,65,3504
US,125,4307
US,0,0
US,97,7184
US,126,5999
US,117,3759
US,378,24627
US,103,5504
US,869,43419
US,59,2673
US,940,60078
US,0,584
US,0,2192
US,0,2670
US,0,1449
US,0,887
US,0,1231
US,0,4027
US,0,387
US,0,1019
US,0,1473
US,0,13401
US,0,1540
US,0,7837
US,0,1547
US,0,2634
US,0,11318
US,0,1606
US,0,1660
US,0,530
US,0,910
US,0,1674
US,0,1114
US,0,894
US,0,1932
US,0,51
US,0,2736
US,0,1706
US,0,691
US,0,333
US,0,1086
US,0,487
US,0,5763
US,0,2698
US,0,1658
US,0,586
US,0,2574
US,0,2302
US,0,423
US,0,1477
US,0,2705
US,0,643
US,0,1063
US,0,332
US,0,1942
US,0,1556
US,0,1061
US,0,1855
US,0,131
US,0,444
US,0,3291
US,0,2121
US,0,1700
US,0,1340
US,0,1893
US,0,987
US,0,434
US,0,411
US,0,685
US,0,4868
US,0,1223
US,0,791
US,0,2847
US,0,605
US,0,967
US,0,914
US,0,24490
US,0,2106
US,0,1862
US,0,625
US,0,4868
US,0,5122
US,0,3861
US,3207,4110
US,0,1186
US,0,2399
US,0,3885
US,0,185
US,0,885
US,0,1346
US,0,1022
US,0,0
US,149,5930
US,388,22129
US,51,8560
US,2082,112799
US,15,13241
US,175,13746
US,49,3764
US,324,26575
US,21,1341
US,713,35853
US,63,2125
US,82,3852
US,298,26935
US,329,30720
US,51,1725
US,684,64400
US,230,9843
US,106,6304
US,143,7112
US,135,4993
US,188,5590
US,226,11788
US,111,6334
US,365,33412
US,54,4379
US,93,3240
US,527,26367
US,167,9547
US,1373,103291
US,212,12113
US,72,3065
US,851,61259
US,78,3904
US,197,11801
US,221,15712
US,211,11412
US,74,2497
US,691,53628
US,136,5384
US,77,4775
US,30,1332
US,143,7385
US,202,15221
US,324,14373
US,443,27275
US,749,68074
US,54,2508
US,1129,60836
US,290,15851
US,0,0
US,100,4420
US,123,5612
US,493,46055
US,16,537
US,43,3216
US,9,455
US,29,1616
US,38,5045
US,99,6483
US,11,798
US,14,448
US,27,1773
US,4,159
US,26,1706
US,5,502
US,18,2150
US,83,5386
US,13,659
US,15,1298
US,69,3673
US,30,800
US,11,642
US,31,1744
US,9,508
US,14,582
US,22,940
US,14,395
US,43,1310
US,30,691
US,11,318
US,40,1004
US,6,391
US,4,433
US,1,157
US,44,2843
US,28,1031
US,1,157
US,16,377
US,17,299
US,1,137
US,18,907
US,20,1545
US,56,4223
US,78,10091
US,11,716
US,6,427
US,25,895
US,7,312
US,44,4374
US,2,317
US,11,349
US,385,36752
US,20,763
US,52,2368
US,243,19958
US,14,408
US,4,408
US,43,1509
US,3,376
US,27,1010
US,3,413
US,3,153
US,36,1525
US,18,836
US,60,1308
US,0,0
US,44,2578
US,18,885
US,37,3545
US,9,382
US,212,12734
US,154,9019
US,50,2742
US,17,3455
US,259,23412
US,187,21875
US,79,6993
US,40,2771
US,100,5660
US,209,10374
US,67,6932
US,72,3494
US,104,5333
US,36,1501
US,104,7262
US,150,10403
US,62,3334
US,214,10917
US,1130,119839
US,67,4159
US,44,2400
US,160,10249
US,142,8045
US,100,7220
US,64,3576
US,100,7838
US,187,10566
US,114,5955
US,65,4284
US,235,13339
US,37,2778
US,193,12875
US,641,62765
US,20,1188
US,79,5066
US,81,5489
US,164,10046
US,72,3789
US,99,5673
US,85,5426
US,73,4536
US,43,1816
US,45,3173
US,40,2054
US,141,9786
US,47,3489
US,884,77415
US,31,2004
US,61,5182
US,115,9438
US,37,2499
US,80,6595
US,93,9007
US,89,5419
US,304,17432
US,52,5694
US,84,6783
US,223,19164
US,125,10345
US,65,4554
US,28,2147
US,121,9587
US,325,32477
US,21,1424
US,46,3748
US,110,6551
US,132,29154
US,79,4730
US,34,1585
US,24,1069
US,29,3150
US,214,16527
US,91,6909
US,147,9828
US,175,13937
US,525,61071
US,58,5066
US,32,2942
US,258,19746
US,2194,143018
US,50,4139
US,34,2109
US,412,26265
US,404,33846
US,126,11234
US,25,3137
US,117,21571
US,64,3104
US,45,3029
US,27,1218
US,113,8493
US,321,21354
US,39,4003
US,87,6202
US,95,5551
US,266,39203
US,326,26783
US,195,7947
US,53,2766
US,389,13624
US,63,2585
US,19,1225
US,7,279
US,199,8474
US,51,3446
US,23,999
US,51,2268
US,164,14202
US,19,542
US,124,5281
US,684,38125
US,4981,317916
US,28,1299
US,2,42
US,55,2413
US,316,12611
US,804,59077
US,350,38342
US,19,1083
US,7,216
US,47,1117
US,165,6934
US,59,3241
US,114,7308
US,146,8337
US,35,3886
US,53,1756
US,1760,65079
US,64,1997
US,24,766
US,142,4439
US,35,1294
US,56,8719
US,210,6758
US,20,1545
US,23,1517
US,18,438
US,16,674
US,52,1041
US,1081,127569
US,11,387
US,51,2526
US,441,19093
US,63,2135
US,10,702
US,98,5044
US,154,10672
US,9,226
US,17,855
US,16,779
US,36,990
US,11,387
US,29,1192
US,5173,398928
US,76,2122
US,81,2954
US,74,3364
US,20,599
US,972,105172
US,12,245
US,45,3764
US,18,568
US,56,1949
US,76,2106
US,519,25438
US,7,324
US,2843,147151
US,438,32780
US,100,6236
US,43,2607
US,143,4912
US,92,3577
US,16,411
US,37,1147
US,10,181
US,932,98307
US,34,1306
US,66,2724
US,68,3884
US,59,2120
US,683,63533
US,22,706
US,77,3500
US,3,152
US,28,699
US,83,3529
US,77,3448
US,469,16000
US,528,19096
US,103,5116
US,326,23933
US,185,7820
US,15,540
US,29,1292
US,26,1111
US,13,449
US,204,10288
US,8843,569900
US,173,9073
US,2,841
US,31,599
US,385,32456
US,3,691
US,324,9639
US,3409,116517
US,153,5752
US,130,4179
US,192,9523
US,144,5280
US,78,2832
US,130,5728
US,14,581
US,280,10776
US,86,3562
US,2,186
US,20,893
US,50,2773
US,147,3974
US,6,207
US,672,31439
US,20,899
US,173,7086
US,521,27746
US,70,3174
US,55,3992
US,405,23536
US,95,5033
US,2,60
US,3,123
US,127,6472
US,11,440
US,0,16
US,8,508
US,125,4283
US,20,335
US,37,1201
US,200,8689
US,88,2948
US,60,3495
US,93,3144
US,49,2906
US,65,2434
US,333,12630
US,107,3618
US,12,379
US,38,1758
US,71,2561
US,0,8
US,975,64867
US,27,829
US,43,2452
US,49,1159
US,23,829
US,7,558
US,153,6022
US,401,12660
US,36,916
US,695,41741
US,7,115
US,159,6814
US,11,340
US,359,27763
US,79,3709
US,26,862
US,38,897
US,90,3015
US,1020,86884
US,84,3418
US,50,1638
US,9,153
US,222,7677
US,181,8642
US,50,935
US,75,2439
US,1236,66285
US,35,1484
US,6,337
US,275,13602
US,112,4626
US,107,2931
US,293,23746
US,35,1512
US,49,2227
US,195,5885
US,543,23053
US,28,896
US,39,1500
US,340,23251
US,10,589
US,18,526
US,48,1355
US,52,3477
US,31,1192
US,1,94
US,62,2932
US,213,17309
US,53,1689
US,168,8078
US,70,945
US,35,888
US,74,2806
US,275,6906
US,27,990
US,9,349
US,81,3171
US,5,423
US,108,2911
US,15,294
US,758,36039
US,21,1456
US,331,11518
US,35,1137
US,5,163
US,6,217
US,11,609
US,22,1470
US,4526,355999
US,527,22454
US,3,106
US,64,2062
US,6,118
US,101,5678
US,374,24720
US,1391,118150
US,59,1554
US,68,2426
US,0,0
US,129,5760
US,14,597
US,105,6269
US,242,10521
US,203,7857
US,334,13013
US,176,11595
US,75,6402
US,27,1883
US,125,5685
US,892,56501
US,175,6185
US,13,745
US,481,21692
US,61,2284
US,109,4694
US,684,75034
US,129,7404
US,27,1166
US,188,11056
US,216,6393
US,30,1181
US,64,2817
US,45,2198
US,53,2503
US,143,29406
US,107,13192
US,251,52634
US,1120,188954
US,41,2324
US,40,5559
US,377,39639
US,18,6625
US,63,11269
US,64,7936
US,2,1432
US,524,122111
US,28,5868
US,289,42198
US,8,1424
US,26,2933
US,14,1670
US,122,10816
US,2,469
US,47,2987
US,2,329
US,6,1217
US,5,1219
US,13,2460
US,27,3670
US,0,30
US,20,3357
US,24,2171
US,29,2566
US,78,7074
US,74,3970
US,95,7834
US,148,14019
US,65,2058
US,39,1372
US,55,4252
US,36,2335
US,269,18265
US,114,9884
US,14,452
US,144,9670
US,15,1045
US,45,3703
US,47,2222
US,32,1765
US,57,2309
US,37,2604
US,23,1261
US,132,6967
US,49,3776
US,90,3795
US,19,670
US,25,1239
US,59,5248
US,350,28299
US,526,38728
US,22,1319
US,64,2548
US,15,741
US,6,527
US,79,6296
US,16,702
US,180,6121
US,26,1568
US,51,3054
US,42,863
US,17,1211
US,1170,90382
US,20,643
US,8,540
US,83,6776
US,28,1368
US,21,2542
US,98,5840
US,41,1593
US,138,11285
US,25,3007
US,61,1487
US,29,2187
US,72,3781
US,29,1955
US,45,2014
US,32,2163
US,26,1861
US,101,3786
US,236,14750
US,191,11479
US,103,8128
US,703,33701
US,147,6248
US,2,168
US,85,3632
US,83,4350
US,92,6859
US,22,2533
US,24,1857
US,8,607
US,21,1046
US,57,3605
US,34,1540
US,294,33536
US,44,3098
US,19,1051
US,184,11594
US,20,960
US,51,5018
US,12,1264
US,87,1989
US,20,874
US,81,3320
US,28,931
US,100,11577
US,16,1304
US,22,2310
US,288,20193
US,326,23974
US,41,1135
US,30,1182
US,13,544
US,64,2544
US,51,3563
US,73,3263
US,55,1967
US,106,5158
US,105,7884
US,19,1308
US,233,12376
US,27,2734
US,50,2886
US,38,4858
US,549,54059
US,81,3980
US,31,2856
US,4,559
US,12,1707
US,333,23458
US,162,11520
US,231,11795
US,57,2042
US,146,9147
US,58,3655
US,57,3340
US,75,2991
US,154,6184
US,110,4678
US,63,2360
US,144,14577
US,103,15574
